,Fecha Emisión,Fecha Publicación,Delitos-Modalidades,Juez,Sentido del Fallo,Descripción o Criterios Judiciales,Sentencia,real_url
1428,12/noviembre/2018,06/julio/2019, ,RICARDO BECERRA BARRAZA(Elabora),CONDENATORIO,SENTENCIA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIyO4uIFFnNmBEO4+4AnWkgzncMsSSdhmE5Dhwdxbf5EneHA4pznNyhdKRU3Lhc0Z047X1Eg6GTwteRystfznaUQMrzMsIajTBlViCzZY+HPs9LZKYdPXKwDZjBcKEWFObJ23J1fVNHRY0rbiZerHRikXldLVL6R9VGi+ctsPCABhuG83xNxQjgTq+yNPimPdTM=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59913-5c5ffc8b-a477-4e09-be61-9e841044b416.pdf
1429,12/noviembre/2018,05/julio/2019, ,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,SENTENCIA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIyOQS9XA4QJgjyIu3zdV4B+gGRzMRRcaH1kXXHK6cYpcOMZh7Rpq3r3FTCoBOFv5sCaLfnAbF6uU8RofxBHlfcloD/+PSxnEydX5UQI37TmRH+3gPBIypgt0z4lc0FFfg3yzE5ALWp8IbA9SaAVcHSECADa3muSiaOpYvXCdeqKpskkWw1W0I4MMkfSrlWNS2M=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59914-b3f008f3-b4d4-4749-b575-085ca1e86d9c.pdf
1430,12/noviembre/2018,06/julio/2019, ,ARTURO DE LUNA MONTEMAYOR(Elabora),CONDENATORIO,SENTENCIA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIx/bVjrMm7PbPBkGiaSsE4YzcUYIxQz9tjrUeYUBmg7DMhK9C1SLQhjk4TVpoqQJOAjSUrM8xplPPE3fDXa3CN6t6oWLbhgryslcfq6hmzZ1djRW2Um76JaXTh50N/U6VDFZRjLPl8F9oCD7FUVkt4z6QsWkkAykqdDrXmP5TLxn9OCRQ+IfV69SWDvcA8kpSk=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59915-1fc0c9fb-b6c0-47e3-9a20-86247474762c.pdf
1431,12/noviembre/2018,06/julio/2019, ,OTONIEL LÓPEZ VÁZQUEZ(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIxmQ6JFLMxny/XlS6a0/rbKLfPpaKzu+/eye9768a3zudeAJtM6b46sZyrGDz7GaK8Xi48+yNptkenbtnheHdtrzKFUBnLmpLn88w9RzNx9HQZDXslA92hJ03w7giIVMOl1phm7GT3aex+PUTwOkAM8EC045IH7OzbZ5Eh4hj5hmXKiu2ELf4WRaONbcBQ80dQ=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59919-cca3515f-058d-406b-aae6-c21475f1e787.pdf
1432,11/noviembre/2018,06/julio/2019, ,JOSÉ LUIS PECINA ALCALÁ(Elabora),CONDENATORIO,SENTENCIA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0bXLDPrZg5v0Va93ZT3UMJ230Lg1kJ2cJVUu300lAu9olsv8WI3Z9ZCWbcsZwF85FpzIuD76Fnkk09yGLRaStM7D2VePAUbZPeVYKanW6actxf1LO2IFzVmxeeHtb30W4lD0yLd9BCpKOHlES1HDxQFUD4S5iNImh8lrAXYYEz6aMZuTfr4p9qBKU3XCty1PA=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61165-e6e3e060-232b-453f-afe1-1756c7323d44.pdf
1433,11/noviembre/2018,06/julio/2019, ,ARTURO DE LUNA MONTEMAYOR(Elabora),CONDENATORIO,SENTENCIA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIwkW2MhFGM0oyijeucR5Jh99pan2yiexGtRw3bimWUX8OgQ105zxPc6J2Ypz+S8URDrSTI3Ds2H0flnhzDoG0Ma0Gt6FgCgGgcBkWDSIqqsUOzroyp5d+H74fL3Zm4yyRtqMM7kYjkCkpQQ9AiY7PZ7Mzji8vrEg7YN6ZWcSKsWRSB/uDDXcAf+qYFvjDocixs=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59910-2df2688a-95eb-43fc-bbe0-f831a73e81ee.pdf
1434,11/noviembre/2018,06/julio/2019, ,AÍDA ARACELI REYES REYES(Elabora),CONDENATORIO,"DELITOS DE LESIONES Y DAÑO EN PROPIEDAD AJENA, AMBOS A TÍTULO DE CULPA.",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIyy/Q1/r1hvN9Me/W2OvdQPy+L4SZWlhVKxy1F97Im+FJqlve/XcRxzpHi0kkpsOmcVJEF2G1bMQ7OQYZZSkqQsGbrYKiHNsejJkm7vKqJn4FOif5gR5KzXBrtsVkQzWALDGMU4XxZ9tVeNS7QpWzG16ddFWIKwt4m6Lt53pr9jHXQZg609Jcpi43pYPjSQeqg=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59911-3e459c69-23e9-496c-b456-03b040293138.pdf
1435,11/noviembre/2018,05/julio/2019, ,OTONIEL LÓPEZ VÁZQUEZ(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx24ihS+Y5YRX8Mf4LyVjuv7cRzMeWTz4X16KdshEe9EEkmAC0OsOc7n4BunqLrI54vca0TMILxcTzOmJWR0h+vSoFO1z/KLTwKCp3AUv/vxTXIt/zTMGYYxGkMjzCg+o6eZIrqwqFQjmSuMO+jIdDH/i6CKbVQWM32rE7CX+RPjewee7CT2BwNefEEdjivNlN0=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61154-f8fc62bd-431f-49f6-ae83-b16cbcd45ee4.pdf
1436,10/noviembre/2018,26/julio/2019,"HOMICIDIO DOLOSO CALIFICADO, PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO SIMPLE, HOMICIDIO DOLOSO CALIFICADO, PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO SIMPLE","MARÍA DEL ROSARIO GARZA ALEJANDRO(Preside), ARTURO OCTAVIO REYES ARROYO(Vocero), OTONIEL LÓPEZ VÁZQUEZ(Elabora)",CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2D5/WuFQKu2F3egqXkmuina4u03mCt0lwzLQZ0LHfqJqgPwvrexTCKEY2zRxYgF2wjrCi+TyQE5ZEGogCaWxuEoqI6eNMcmIlLDvYWGO/Wfwu0+nnVh5QukWxxi+KjVJIQq62BK1yxBOVnP25wHgW0aqrK5yXHvPTsJcnC5iVx2gFPnRe1QxSym4Q88X10zpE=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61160-b3854d70-a136-4643-a3fc-c865c13cd6bc.pdf
1437,07/noviembre/2018,25/julio/2019,"ROBO CON VIOLENCIA, ROBO CON VIOLENCIA, ROBO CON VIOLENCIA",HERLINDO MENDOZA DÍAZ DE LEÓN(Elabora),CONDENATORIO,SENTENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaUxjaeIFPrzY8yzzt3vHgHv9CNT39BCIDyRoudyrWOlCtjF9l0YNssP7HIvzHV/KWolrXYfjBjB4qbaHKOdB7P8ACWfTnLvuB+jT2voR8Pr5bFA2RRkXSfboyB5VZm/vywr1K8hKLW7nmS7Y5ya19FurZOIRRlYi22aRBzm6KfC5vl40KFmFy3Jk44GpwQOm0Q=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40520-3312057d-65cb-4b40-85bc-00ce96bbc2b6.pdf
1438,07/noviembre/2018,30/julio/2019,ROBO CON VIOLENCIA,"JOSÉ HUMBERTO DE LEÓN VILLARREAL(Vocero), MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora), MAGDA LISSETT CASTILLO BETANCOURT(Preside)",CONDENATORIO,SENTENCIA CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaXq1Ux5Vv5Bn+dk14Dt7SfxUidk3Y7IPhAUip230fz1XPj9ffrFC9nOYr2qTUx2AmkSmN8LSQbTH6Z2NH57/sNIvb8mr1Nfyblo6Zj6s8zPU2ilcVoQOHdpzAyjWSqUiEXpvb/s6dVFjrWkcPwX9WNSveR6A1vKCCPHb5m5Q+Sq1fjDFd3jnT3FjKBbyUfzqTA=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40520-8c6fe8e8-e230-411a-bec7-dfe1dc04854e.pdf
1439,07/noviembre/2018,05/julio/2019, ,MARÍA DEL ROCÍO ALANÍS GUERRERO(Elabora),CONDENATORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaUuI5wHrdZWGbTEl9lNSlA0B8N/6N5vC2yIkc3yRB6GJ3l01JwVwJKydYPW5gXWviB5DfCOCPaepk1wbLx4zMwchCQsC6Hwmp3bH/Q5/KPPMwIcaU7flLOYi4kp/m7p9sRKaq1hjeIP8ioBxfwwKJmJJJsp0dCFlGMzfa2UzPpKPUmpL9LELHXLO+tmZPR4XIg=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40582-5ebcf184-f019-44b1-848c-02ef32d63eac.pdf
1440,07/noviembre/2018,06/julio/2019, ,JUAN ROBERTO ORTIZ PINTOR(Elabora),CONDENATORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIyKYzwT3TACe1SBHmwld5io3MDJLcDL5vVcpnRhLUZQW4c/ZAC9TDtWZ7zZ19Gpf7R2PFAchqrlR/KtrsyJ6GnccT0oshob5L3LDwOJ+WYginfsmPxipf5df3R+vOJ3ngxOIjGs1n4HV9eTAPRvJY2SAnBRIiJMJpxKJwQhu4PehGn/o3jGup/lSKwCpO9zf50=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59854-6497020e-1e49-44cc-8598-3a61a76b4695.pdf
1441,07/noviembre/2018,06/julio/2019, ,PATRICIA ALEJANDRA GUTIÉRREZ RAMÍREZ(Elabora),CONDENATORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIzLwjN0884MJTkDDEL+AOVFrSmBHLC3FfnUtoT/SPvdGcV/HvEj5Q5bJ89/qJc7dY1Z0mXOQvgluqQ0Uop3tHUDVlDwirxVnMlV21DM3NMRVzgTIUvMdc/TA1k+APzl5ZGUsJ8U28lLr9sbsFk71jhMONZtn9s7qCNXSuFOjYvh9oT9ohD6oWMuP90E2Z868QQ=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59855-af6ad0ed-596e-4f2a-9a58-ab33052f5d12.pdf
1442,07/noviembre/2018,05/julio/2019, ,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIzLTwh5hAzuYpo/oTfeMiOcXNpkeQIhkPTzqJbwoUPtAo6QX1D0kq0bV8ZyK2aV5xmP4VrzSt0f541GrB152VKbS9IK19b68f9g1HdNx31+f/DQyTi4i7xzpXc4JYxLI2zD8tWe2AskjAybk5rQXxmLsq66uuoHXE/oHacqnsPiC/HNj8styTW7F7tGQ7JAFqA=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59856-9125bd3f-fa88-4164-b255-916ca62720ee.pdf
1443,07/noviembre/2018,05/julio/2019, ,RICARDO BECERRA BARRAZA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx083huP5kfMnFqJcWnnW0lPrm8ZaTs2NIQgE5W8TqktCpzW1PZNADNMr7+V608avRmqpidgocpr6GG/5hE16nbkta624HcLgG7Z7lZY/F05c9ClXHXy1AIJHWRKhEIcjEIpQ9nFWaUWvjezsfXXa7DpXAfqMRciAxXueuZp4Y9xzGsoGFjFigQlhVE+xgGNOVQ=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61130-fb64f295-17b3-467e-bc2e-c78c3f526a9d.pdf
1444,07/noviembre/2018,05/julio/2019, ,RICARDO BECERRA BARRAZA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1U9/pzd3W4OAK6FgoyL8ZESwRd4dy60BxoYy/N9pE0RPPzyA/rfu6Me55fWxlX+WX8VyVo9PX/JgNtV9tula0CMnnM8s0SoCdys+Fixip+RpXKV/gkJwNscdBAJr4HDhXDlt32iLjXzGm5vTKzSESGgq/d0APd6tyUFTd5OpsFTCh1wCb2PYGH3wAVH6glk0k=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61135-6aca695e-73e3-4ce1-9e2f-22dd7f5e8930.pdf
1445,07/noviembre/2018,05/julio/2019, ,JORGE ANTONIO HERNÁNDEZ TORRES(Elabora),CONDENATORIO,DELITOS DE ROBO EJECUTADO CON VIOLENCIA MORAL EN GRADO TENTATIVA Y AGRUPACIÓN DELICTUOSA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3XoG1t3Vf17Oz22Vz6jlbrnByoq8NByq+elmLUAIXB+hpq+f6FZESFUoIm0pF7sqAJ0NWVIWMVx4sN6s0aQk6QlQNXGSfw7DFnv5+zq1UZLXbiSn4GaYt2aM8mCBarW6TFsFMKwm5Tmg/fI+MLXmxRvDQWM0QtAxlAmdr7rozY2exTZC/Q73fGz8zVlOEY0co=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61137-971c29d4-05e1-4731-adf9-c0ef51fdb79a.pdf
1446,06/noviembre/2018,26/julio/2019,ROBO CON VIOLENCIA,PRIMITIVO JESÚS GUTIÉRREZ VÉLEZ(Elabora),CONDENATORIO,SE DEMOSTRO EL HECHO MATERIA DE ACUSACION,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2FGTylu2fvEy2/7Gv67QlMsFE8gsPZDXWj4fxxzWFpuqxC3cazXX22Hm462E/L3fVMGev5gGNQ3XOjhs+JKA/E3F1FSH8mR9z/o90DbmGNwnIm7L6biZBtaLfLuGdVCVchT36c3CxOKXQZ5ZKT83DrDeHuSddGKvX/aeo4pqJwDsdvACM1VCWIO0zql4f29HI=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61188-352890b4-aa0c-417d-bbec-d91fc6e9976d.pdf
1447,06/noviembre/2018,30/julio/2019,HOMICIDIO DOLOSO CALIFICADO,"MARÍA FRANCISCA MARROQUÍN AYALA(Elabora), MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Preside), MARCIA MONTSE IBARRA AZUETA(Vocero)",ABSOLUTORIO,SENTENCIA  ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaXnN1GqxGEBiAl4DOJmBT7US4ZFPY48pAaxmU+Na2ZQoN+Dj523xrbOrD50bX+HwfdC0cD/0CUADsqIvXGSjx9uKHOO5ABSczBg6ncYWo6c7/39vft7TJmKQGlqvCeBVunKhLeocO0GwUl3HaGfgVEVUkXo1X998/cDwBb8YXW8/K8DpABVbDOEA5AYTDSrdiY=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40503-d8880e0b-a386-48d8-bead-38e169553fc6.pdf
1448,06/noviembre/2018,31/julio/2019,ROBO SIMPLE,BÁRBARA MELISSA GÓMEZ ÁVILA(Elabora),CONDENATORIO,CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaX//y9FTDZRqVDD9r/6mMD0cSyY9Y1T2cZXAZNYGW92gd8VljIDioBTQEpS/240NXFJILLlnSxAKLyqIp0/KxuFcryYurApqZn2zNK0mbg998RbbWNFxw69RKj+W7eMW5DI40xgvxHmhx+KE/HxEhuTlLnWG54TtIFUzLcM5JQbF+j9v2BjJDKhCHMWqtYztXg=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40558-913ee947-9fba-45fe-895e-c43c90def7d6.pdf
1449,06/noviembre/2018,25/julio/2019,ROBO SIMPLE,JUAN ROBERTO ORTIZ PINTOR(Elabora),CONDENATORIO,SENTENCIA CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaXuwZ6fR6VPnx76mAidl8KRGA7jvjJYBgf4sIwAzcec2JDu5XOtXonQ7/DR1d6a6J+zaIYtHPDcKoPWtEX2KpT3E8vuJq3ee7urAowpuXYTmu4jRN4oPOpY9A8IVTkBoEi7/6puG3gkytqagOfGaU7PzYAYmh3+sbrwlrnGIR4OZ8LTlAkG99S2McYIjnTzY0U=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40560-cf7cd775-a453-4c61-8562-90dc52887835.pdf
1450,06/noviembre/2018,26/julio/2019,HOMICIDIO DOLOSO CALIFICADO,"SAÚL SILVA MANCILLAS(Vocero), CARLOS ALBERTO SALAS GONZÁLEZ(Preside), BÁRBARA MELISSA GÓMEZ ÁVILA(Elabora)",ABSOLUTORIO,SENTENCIA ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaWtQJJTgXxiPbXfJou4qRDzCuXCZoX15uqXpru1gQHp2uN8iMXaoPSLgybcMp4mngQPNhb/tybEn9WJbG6Q+hZB1u5L0g9tU0/fGexg0xHpRFlck8GgB3Z4yHWOLqiGp08IBcBAjuI/8xRFKn1yQbhp3H190bzonnJtcKWWgNuWMZ2qLHVlLH2DgmVIDZ08Zak=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40562-c5744e96-745a-4745-9747-3c52f1b000bf.pdf
1451,06/noviembre/2018,06/julio/2019, ,HERLINDO MENDOZA DÍAZ DE LEÓN(Elabora),CONDENATORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaXQHuMVLSofwJpKsu3XOc0WJFBirbuzjSXm6i7RWulVcQBSX7mXkgQnOe7UQsMY1831SOIREd3BRVchhRzQB57nvlsZPypiA5/6+3/sisacL7LzWtr7UvIJFxczq9CIMfGwZYRQ1htMCtLQCkFgd6ZwiUHPouBaQxL9fOZZcJYlF+K0Uy/0HOlKLAwa1vym/jw=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\40563-ded226ec-42c2-43f8-8f51-ec2c34186218.pdf
1452,06/noviembre/2018,06/julio/2019, ,RICARDO BECERRA BARRAZA(Elabora),CONDENATORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIx0DNY6bkailEJJqikoClioUqYEFWgaetnH8bpZIhU+FS8ENIQEXX3p9rQ2uoSQGf0TjHa4HD9xvNVOvcb8c+cG6y7r+a+/91V6GwDvd/M6aQe4a/XheJ72d0u+gN8PU4CIJfDq35US2HY6FAWXAvQI7czRs1tyooPcYilWwWboiSMItehu/Uvo+KaIpwrigmk=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59847-ecc2c1e5-ebac-4c94-8d9e-493cdaea3580.pdf
1453,06/noviembre/2018,06/julio/2019, ,PATRICIA ALEJANDRA GUTIÉRREZ RAMÍREZ(Elabora),ABSOLUTORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIzAMunBrdxz74Ek5Kf/Uh/efqsAgF/8KUricknDovqyX5htm5aPL4Rg1QTAfMoxNayUCBVrFkxSbkoR4gqBBuFwo+kYYvkWrziolq+4Prb5toCc0s9DXD9TH2GPbrR5p463r35wK7oUSLjvhYVzEhY7hMeFacIuvrVcyySjqxsHwq7wRYmG/tp4/PdzsRCzyAg=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59848-dae16fd1-fb7a-44e9-8738-463015032ab9.pdf
1454,06/noviembre/2018,06/julio/2019, ,RICARDO BECERRA BARRAZA(Elabora),CONDENATORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIw5MuteAHrvzdoqYrg88izw1DwehOO17YxTA36tVxujeepk/SyqLC6+4uUds/PmoGlZ41WDE0DpOqGcKzvdA6jST/TJeaI8FrRTAPtA5yCCUVbnIjM3YxXQpzkMUGNLuQqIgUvrDsxVH98wvP1m0fD5kujFA7BSbU0MMhvAgn1SAf+ZVt5+txHfUAn40dEWgcw=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59849-9d2a5d23-4716-4ed0-8ed1-47387d0cc87a.pdf
1455,06/noviembre/2018,05/julio/2019, ,RICARDO BECERRA BARRAZA(Elabora),CONDENATORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIzQfzBX5MBUuzOVuzFvgtKhK8rYFG6UPUYqRucSDRswdThFqoY9hoZNGKPqJ4YqaRBaSErE4/G2fY67TjpcsRQuAUxkRW3bDLssdN+Cw5gmFNMoPzVZY+cCRDX9KMmmX/IIoUrY6uJacRooDaZnAtAKerUeHrBOLscovbklny1DNqoitoyRXSyHIcwCKunxe3I=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59850-0fb461af-094b-47d6-b554-26adfa1531b8.pdf
1456,06/noviembre/2018,06/julio/2019, ,SARA PATRICIA BAZALDÚA PIÑA(Elabora),CONDENATORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIwFKLDe0k+sQFL6RXLNHwtBcgup/qNestH3yl9i80u6EmzPgj88JYKKQADTtVl3XDxtaUMRSYMmiWSvAU1ORhb3a2Vv1XBpUN/xyztmWGHgk5P8KIYU1badQI0+jCdrISjSRS7fSNS1Z28jIE/oZXOEc8b2oCZB5B4imJdh82cIPYwOMBfuzJOFJMTCtmLX5B4=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\59851-cfe8a1bb-df54-4b45-a1fa-d2cb6c7f7dcd.pdf
1457,06/noviembre/2018,05/julio/2019, ,ADRIÁN LEOBARDO RÍOS GONZÁLEZ(Elabora),CONDENATORIO,DELITO DE ROBO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3ZYEY1pZzUJfC/1/YKe3qccrY5rWozH6MeEn3amqq5i5Lcl8nKiizf0MJIt3HQ1vvAwSF5rsfhz5eQB2FRrR9XycrRee+fKEbdXDpT90Drw34Ylk5M1QKRbm6Aif1R7VrpEFPrd/aJFDm5+ujqlkV0eiGOJw/ycLR+KKvsOGX9u5NzDnw6tGlnyLU7TwWYzMY=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60792-806b6f68-d050-4bd9-99fd-b5db6986b9ad.pdf
1458,06/noviembre/2018,05/julio/2019, ,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,ROBO CALIFICADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2NNJiLxaCxJgncUajCBIEMUnAPURTTtTbsTClFbbJUd2q83OHbUQm16k/06jMRRdH4cc0n8steN4p9KmmiwrZ1hyrCwp2hSL/7bYjCaztJGtRVCniUWrMB7HDGIWqN6z0LtAj3fklpWDcXZ3LHNvsQ+SOmTxtPiAHaP4w1aT8lIaKbIGOQWwWPMNEUvsFo6Ig=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60792-cc347bc0-30b4-4b8d-94ee-c8138b247310.pdf
