,Fecha Emisión,Fecha Publicación,Delitos-Modalidades,Juez,Sentido del Fallo,Descripción o Criterios Judiciales,Sentencia,real_url
2286,03/septiembre/2018,27/julio/2019,"HOMICIDIO DOLOSO CALIFICADO, HOMICIDIO DOLOSO CALIFICADO","HERLINDO MENDOZA DÍAZ DE LEÓN(Preside), RICARDO BECERRA BARRAZA(Vocero), JESÚS GERARDO MENDOZA GONZÁLEZ(Elabora)",SE REFORMA,"NO SE ACREDITÓ RESPONSABILIDAD DE JOSE JONATHAN GONZALEZ MENDOZA, EN EL DELITO DE HOMICIDIO CALIFICADO.",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQ95pEdLyGsAFkUIt0SbhybDRjvi/VMBcL4NOIDGyQGvphk3FSCOzFDzQpFPcAcUhmpZZaAI31laN/g/bpr6gNq/u44OnmtoRg6TKuLKm1XUKMXS6w1owtlwrW1n6Hu1cQnN7zQPqhDHu0IyYdlFKCuV8ILRl5GCtU6mwLdjvfo12YYFwC/dvdNHDZcYgbsVPA=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\36681-21d1d478-f97e-4baf-962c-d185ca7441ab.pdf
2287,03/septiembre/2018,25/julio/2019,ROBO CON VIOLENCIA,AÍDA ARACELI REYES REYES(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypR9vr7hDWg3eoeNm/92DH3VE+0pzvxA5+ewhVT+7HlJRZxz+hMj3xHxaW6T5MuF0YZhPTNaBuwdoRZqOVuGzFh0o+PAycl+c0cArzvaRpWtWwj4EvKRUF0MDfK8Vem9MLRNANabY0Xwnt/fn6+0gnAgOautdwMUYyJJKMQLxvU4gpYc4EFCylmi/BAwBSUx0ww=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\36683-046faecb-6f86-40e3-b72c-71faf92a25e3.pdf
2288,03/septiembre/2018,06/julio/2019, ,HERLINDO MENDOZA DÍAZ DE LEÓN(Elabora),CONDENATORIO,"CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN DE METANFETAMINA, CON FINES DE COMERCIO EN SU HIPÓTESIS DE VENTA",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRXBYz2nmcw9zVTTx0LqpKkrtrc99kH54UaHM8U9ENvKfgtJuEtNKqR4UKfk9LedQYbLjh5UoKVjyhE3cG9RoEszK/IWBO8Tj8YEIdeGuQXGg7Gkw8FJodnpmvVA9U82d7JTOba5qBMnLWzCg9r3sNVQbaeRRyZgsWL4cqpswprvqDThzOsTjXPTUN4w8z8USc=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\36684-713a8aae-1aaf-4964-9c91-65e7720a6851.pdf
2289,03/septiembre/2018,05/julio/2019, ,BERTHA YADIRA BACA SAUCEDO(Elabora),CONDENATORIO,"ROBO EJECUTADO CON VIOLENCIA MORAL Y CONTRA LA SALUD, EN SU MODALIDAD DE NARCOMENUDEO, EN SU VARIANTE DE POSESIÓN DE MARIHUANA CON FINES DE COMERCIO EN SU HIPÓTESIS DE VENTA",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3gp6RaBemXYAaQfHOqYyriCXteN/FjO/hJy0ZHGHFRpLygICL7pVDawWviImI6JXonBrZ4cRz2OrCkscFFfdSfyhzHXaXRRP7AU3pF3lp2fSaMWU9nHUvxeJVTP/6s/bo04bq2Qpcx8r6z8AwueESFfmWWPyWvXn3LKXwC0ScgKd4uavQrMj746LH21aLuITE=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60590-c0d06c7f-9ff8-4644-b6c3-840738a69596.pdf
2290,03/septiembre/2018,05/julio/2019, ,MARÍA FRANCISCA MARROQUÍN AYALA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0Pn5Vi66g6MpVD9JA4k2bODbVmIVS9B4zlU6fxu+L2L3/TPX+lGRVTZ6DIPHBRmurBfna5cNqMWDzmcqvdj9rKcKJ0EsP6/Kd4F16AnJbEw0pyGhFZiqsKMrKivN3XcairU5p+c6pgye7MZZZNFwawcr7+Wnqkl3jIsG+sJLi1LerSbIiSotB6JVao1Yu8/IQ=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60606-3d610bde-dd94-47aa-88f2-1d9d0b126918.pdf
2291,03/septiembre/2018,05/julio/2019, ,SARA PATRICIA BAZALDÚA PIÑA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3qS2FP3noKa/9PB4ehHKXQdx3d9nowUtHyYapJWm2a7D+x03M9NT/L+vn5J1ERrmaYrS8LPyhrHvRY9eprGBngsNlTv1RDcyB8RKPZGEtWs5QTDYtvxrAMGb62JN3NwEg+qX1YWAnxx6k4wU3oyn+VAHSrumQZkiV92i5eyCy7jfuuzg2L+GdbsBN/sOZC7nM=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60702-84480069-6fac-42ab-80a7-63a51cc8c746.pdf
2292,01/septiembre/2018,25/julio/2019,LESIONES DOLOSAS CALIFICADA,"DANIEL CORTÉS AGUIRRE(Elabora), MARÍA FRANCISCA MARROQUÍN AYALA(Vocero), ARTURO DE LUNA MONTEMAYOR(Preside)",CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3rYuh4/EFI5aM2Ns1FPgya5DNqzMWQMo58yj+lU5BbAIoZmW/0g82ucXbL6B+LoRPWAi0GKXaR49xZhwUIkwWbudR9pyMPjDpXU9DgmAe2VhLEEBL1r7j+9CwDXElz9EslaYUy0XRQ3cAZIFInooTmJRdf7r9nQHO4Xbd4Yu6PsuB3Dyfo4/eVl41JMSHkC5c=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60705-61ecce2d-d122-46bd-81d1-172b5eb28bb9.pdf
2293,31/agosto/2018,26/julio/2019,ROBO CON VIOLENCIA,"HERLINDO MENDOZA DÍAZ DE LEÓN(Preside), JESÚS GERARDO MENDOZA GONZÁLEZ(Vocero), ADALBERTO TREJO MORALES(Elabora)",CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypSyIb/XnNpQgccxS6gUtlRY2qVH2WQNlA07odQZyWeWd9c9sx1gWjyb/YdffG6NcLqRY9w4dROaD2vQ/etSkFzWj5XZIF4F24drJYIAuZL/CDrOf2bR6fpw7r1bpGbBnUtGi3QmyBwWrhNXlb7efGAPHYUCKUS1I6PWALvF1zF/cR0Y5gUY4HC3ZF0Zwt2Ba4I=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\36572-7fe1b7a3-9559-49d0-b2be-a24efe505a0b.pdf
2294,31/agosto/2018,29/julio/2019,"TRATA DE PERSONAS (ART. 363BIS), TRATA DE PERSONAS (ART. 363BIS)","JOSÉ LUIS PECINA ALCALÁ(Preside), MARTHA SILVIA LEAL GARCÍA(Elabora), MARÍA DEL ROCÍO ALANÍS GUERRERO(Vocero)",ABSOLUTORIO,SENTENCIA ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypR7VFEwNl8zclA8LKE+yqRME/TOvGfwAb0yGHoK1kAfTcFE5+mzpd2YXW2pC1Hfw9injjqjHrRLaYP7Ah0CLVbUqN8/6kakHKWG8GpLBprW50t5pZ1Tbuy2qsh1kf+TKPKZXG9J5yjHBdgWYsapL+da6F+H6BL/zLhnjm4Q4M91obXzxA1jwKtYv5cotITFVs4=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\36417-9adc5ded-1d86-4d11-8147-76170c2fc4b3.pdf
2295,31/agosto/2018,25/julio/2019,HOMICIDIO CULPOSO,CARLOS ALBERTO SALAS GONZÁLEZ(Elabora),CONDENATORIO,SI HUBO ELEMENTOS PARA CONDENAR AL SENTENCIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTm8jOBFt+2CG5dCpt05UVVYKFDaplMptBvn0JBMBenIVVtcve9AutY219eJV55YxDnuBmnGEkBUrtknQQg2omSoNE/DS5LlN/jwtQ2nWZ+Ve+/+EyEIt59aXdfdD/rT4RCB1imj6zL9pFdKmIdG/SC3fCPEyv0v181BfLP/iEnCXRVDUHsv7Lp+DrktS4dpUY=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\36435-cfa0f0b7-d1c8-4def-bdb3-ebadfb26b811.pdf
2296,31/agosto/2018,05/julio/2019, ,PATRICIA ALEJANDRA GUTIÉRREZ RAMÍREZ(Elabora),CONDENATORIO,"CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN DE MARIHUANA, CON FINES DE COMERCIO EN SU HIPÓTESIS DE VENTA",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQmfZmwqNGqZkobr3TgKqC5+Ii8UIuHGWsfcGS39YQGWkUsPzbghPAsYVkVRfynk4slmXln9uvxg65JTSlgeyh0l9b8RZE+llRlOvpPAj86Fz1Ekacs0PBsRwzQ/4RD3vZdyfyQWA2+F6XfQMBnGPHXDe4Ru3npxhSqKY95VkeRn6Nnm+dR1SFLhccGsTr9icM=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\36491-ad763264-413d-4e70-91fd-728629a523c3.pdf
2297,31/agosto/2018,06/julio/2019, ,JOSÉ HUMBERTO DE LEÓN VILLARREAL(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA FISICA Y MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0/fHrFu+UsrV5vaMeQyBtzsb6jGFbpzMxBkE0l5epRQA2ylRA3i2q2isMCO2rO3DDe/xXZrwYbuSHWGVFHK8SyJEZbwuSdGx7sY4/mSl5B5CSzFoDQglNZf+7+dwYZKPeamzrCScInY9mPxFVmtgx7L2UzDKgZ4U6/P9U9Ei9TshRjW4CVYNywoTcsfWaE9ZQ=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60554-b6c433f3-817a-4ad6-b913-8bfedbe01590.pdf
2298,31/agosto/2018,06/julio/2019, ,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA EN GRADO DE TENTATIVA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3bcq9GPi2dV8OwFatOZx/EFreA0vq8ahWaPVTQClgamRFjodzB1y9vkM4If6RkeKgbjELsDHdSyMpGdCUWcRhAgXEvZ+7YYMl+M9nx916GFMlkvhPBefRuz5QwNwG5kAm4v7sOIEnzoS7y3EVLtTlPccDslUc2ubB/fqo+pW76kA927xDDE1yFzTYOir7aygU=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60571-f5005b8c-64aa-413f-bca7-149fe022ba2a.pdf
2299,31/agosto/2018,06/julio/2019, ,IRMA MORALES MEDINA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2kIkPjZcw/lh4sQRP+ZFKvrcFYPkgJ7tPii7kVqe1uqYQAAq37gxUB6xml+40JuznJ7w/QUliqBYjGT6p6GV3VMvyQJ6GGiryMtUHJIA+WfXryuau+E3eedy99KmPr2beaemlE1ORHpZSwsITfUubR11R8Mlk9Wl5o+xgbu2aLIIN2oTfwg6iXEL7TMMqqsIM=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60581-930a610f-d386-4949-be6e-0c5d935b6ed7.pdf
2300,31/agosto/2018,06/julio/2019, ,AÍDA ARACELI REYES REYES(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1AGFHH979e+r6ugSZ9JQvOaR62xpBJFRN5mNgRh78wENmIR8RDaY/jcDlK3BvG025jyLUCOTmKz02kbtmDTjobloVGhJyZ9wsuiZmeeRB5bXk9NJQTivU14ZzEMOdoF85W8nRSgVaPBZYIYDXFPCzuaH0bI0OcoZusdC/Rwg4s24NzHPXJey+BSgtjerghx28=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60697-cd17d232-3cc4-41f2-bea5-30d690f474b0.pdf
2301,30/agosto/2018,26/julio/2019,ROBO EQUIPARABLE,JOSÉ LUIS PECINA ALCALÁ(Elabora),CONDENATORIO,CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2X7lC4z4RsBZNQ1MGx8JlbLgqhkBeowXRt6fgfg1uEZ8YvT5m08IUfm9qPr6pl1v2HkFSTGNq4hrS83n59NYrkoVcRY6q9Ow0dB3w+lu5AtofzlbtNQGXmRfzPFpzqf5hCWSH3qMnVt/8/N/eTfXuLgVRoex9jUDXvdOX8RANriTfgslDKUDJ9SilzJfjFokE=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60700-c45b31be-121e-4db9-b550-4f021cffdba5.pdf
2302,30/agosto/2018,26/julio/2019,ROBO CON VIOLENCIA,JUAN ROBERTO ORTIZ PINTOR(Elabora),CONDENATORIO,CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypS2DFBAn+XG1bePPURUU34rsTYX3KGq1qvg+RozAQOdBbWngMSb2ZBq3R6CIZXGIN0M43J5nDEUb4HtRw/VRGY116taZiroEhZNmceBOfxVqXwU2LAIo2oQ+mdlMAY80Ou3+FIUHe/QRfOW+gejSUd8FxcBlogsMXznusRfTebI13FFTIZRsfgU0y/9kavmfzg=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\36331-2231844d-1ff2-464c-9f90-76c3183d6895.pdf
2303,30/agosto/2018,26/julio/2019,HOMICIDIO DOLOSO CALIFICADO,"JOSÉ HUMBERTO DE LEÓN VILLARREAL(Preside), JORGE ANTONIO HERNÁNDEZ TORRES(Vocero), LAURA JANETH VERDÍN BRENIST(Elabora)",CONDENATORIO,CONDENATORIA POR HOMICIDIO EN RIÑA Y CONTRA LA SALUD,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRwLVHWwXb+3rlKQO4G+qq3giMKpNHKf7oS6v7mWPVP5gwH8C0L5bZUmybsyjhmrTNYLojKL/pANspwU1YHX2HqMN8a72vBWTm27k3WHC5Hfi9JgzXz0KF8AvkqrK5eIp8CycL6duChGI4MkouGfmWi0JEVSngnlhMVxihWC6sLNR0kio/YrFeDLCbuGxWU2Y0=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\36331-3a842de6-1b95-4b17-8099-c3af9c8661bd.pdf
2304,30/agosto/2018,26/julio/2019,ROBO CON VIOLENCIA,MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora),ABSOLUTORIO,ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTlI46fe9nxY3wYwEWmec4bcg0Sdz0OSB/B3O4zpuryTmUt/lluPTWhaL49sSv9jUYplCSSWnQoA51b7VvDPgDx+g1wKQcP+Sj4tNGXIT141MkGlKICJjPqE3w1cd5U26yMBRzPtV0uch5TV/yQfBx880LQqKn88eJRy2S07wsStQK030ujXO3hnIFwmLYbcQ0=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\36335-0ddcbe09-cbf7-438a-a8f6-60052acbd10f.pdf
2305,30/agosto/2018,05/julio/2019, ,PATRICIA ALEJANDRA GUTIÉRREZ RAMÍREZ(Elabora),CONDENATORIO,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN SIMPLE DE COCAÍNA Y CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN SIMPLE DE MARIHUANA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRJVOqv/fZpqS4DfK4ExGC/sS6cdpb8gfzC+AV/qzCUY6+GsngUWoN/oU5tULvzaeBZ0hcV7IgHMQ8kVPSd49ZktzAV3WYJ7UWf+HOBwcGrXToVFHeHrhWwf+9zRX6YWNAwgwFcWo67524v4haozGPJ+75RDqnJUvzgxxFCP8O23IH1Le2QjAecCe4ah7lGTR8=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\36358-f7304d66-42a4-4cb1-845c-31c25999d287.pdf
2306,30/agosto/2018,06/julio/2019, ,AÍDA ARACELI REYES REYES(Elabora),CONDENATORIO,"CONTRA LA SALUD, EN SU MODALIDAD DE NARCOMENUDEO, EN SU VARIANTE DE POSESIÓN DE MARIHUANA CON FINES DE COMERCIO, EN SU HIPÓTESIS DE VENTA",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx00HIzXYb4l9Vc+6LOYdtkwtu1WJQW0/i/GSc5o/GAcrblon13y0yiUa+HkV1vMbNLbuFWtXpUNnz5UgRtfhD+JQGIfp1be7WBqVcmLiL0+rmvqgfApYx+WD2r2TDSzgKh17OEpkDD82a9rUgrTQ4CCrHD8ENVSndiovu7o7b+UyYR09HOHYNvmzhGURGsMPqE=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60539-44a601c2-e977-4cfa-bf8c-2a96392b69dc.pdf
2307,30/agosto/2018,05/julio/2019, ,JULIANA CRUZ GUILLÉN(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2xjURJGP6ivvaCM1ISiiTWBe4WiO8iXTaHagMArGAgFa7+JSFiYvWTPIkiCzUG2qK9AIkR3+Ub/EaHk3tyrzAtas0sOISh20ZxeOiielJJR32OJkOU8DMGiQ8KlV3Qu/E4sVuv7z84DgQRq3f3etvh8WfYdCq969J9j6p4xgHyr9IhHGtBX7JCLcUjqtY/wDU=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60546-4b3d0be8-d980-4c67-aeed-7508fcf62ce6.pdf
2308,30/agosto/2018,05/julio/2019, ,ARTURO OCTAVIO REYES ARROYO(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2NpZK9GVVNyO8hXY52GW3efLQ0GWGLiBLuOGYTL959bsSJhEs821x30vdiDxuipZ++wBzMRYmAB31FaW9hpy0QpSkNbNY7/5LkH5XmN3TIPgt3YCqV2QKFcdDDBp4ebVzobRnG+Mq9lXD6ZACIyBUUcxYLXd1DD00rPSu7Xhwvg4JNCLiDZ3XxTfhSETxoTPw=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60689-1a6caa53-6f19-4908-9d94-daf6397c2cbc.pdf
2309,30/agosto/2018,06/julio/2019, ,JUAN ROBERTO ORTIZ PINTOR(Elabora),CONDENATORIO,"ROBO EJECUTADO CON VIOLENCIA MORAL, SE ABSOLVIÓ DE REPARACIÓN DE DAÑO",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx22R784vIRxZvu7mk2C4NFkSt7MCTEtd64B5NjE7ybmwSckdTVo44wdXLqwU0NZ6kmwmk8RvSoT0NtyPh3e3CwQixsmaaKp6kURbr5cIrIZAmGIXEpHKW2MFJsmW+7IyuSt//peGkQ3ecFajEpVbDq0aVYEqiPBwcbGCzet2+v3K96i8JsmT25K3Ga7hbq2kik=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60692-085815f7-479a-4450-bd65-daadca128d02.pdf
2310,29/agosto/2018,26/julio/2019,ROBO CON VIOLENCIA,ALFREDO IRAM CÁZARES AYALA(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx02jqSAYXNyRZkX1iq15uQEI0cArGbosDe5Q6yLs3hhg4AFMfmxWezBKnIeV5P4DYmlU2xHck24zM60lXef24DN0c3S94wIAEx+JhsSJKlMpI0/nt6MGXfK3E9n2Vj0Zch34imhNIibnqQkOorhBmSsbH9DXA7CWRjRUKzqwZxuv6NF0+l+/BPDNJEceN4P1ZI=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60693-9f09e36b-8466-4961-8fea-e99f1a35df7a.pdf
2311,29/agosto/2018,25/julio/2019,ROBO CON VIOLENCIA,SARA PATRICIA BAZALDÚA PIÑA(Elabora),CONDENATORIO,"CONDENATORIA POR UNA CARPETA 6178-2016, ROBO C-V, 364, 367-I Y 371, 3 AÑOS Y 6 MESES DE PRISIÓN CON 40 CUOTAS DE MULTA, ABSUELTO REP DAÑO",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQYPsuiovr+g3UBb1vwk1QHSPt9p1sjYoQAU7uE7a1+1LDbkXeiXh91empxBehvgGmZuNen4oEKNshNy7wmWPwA0X4VoAH/9fIgglJRJu6Pvs04oEjPLL32O0Lnnnh5kdIqRt5xCayIz1yMnLiDyYg+ezdx1HZrQOmWX/DRtmzPjDmMJrK3rIthMlAI+o7ox/Y=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\36203-2b2cd38e-8a6c-4a6b-99e4-1d8acc46b98f.pdf
2312,29/agosto/2018,26/julio/2019,DELITOS CONTRA LA SALUD NARCOMENUDEO,ÓSCAR ENRIQUE MEDINA PÉREZ(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypR+YUPM+rXi6OUPw9llFXBCzakOS1zqPnp5Xg6RDuQXzoF0II18R9GXXEOT8An1lVHcKOViyT0XD4DsIorcKFC5R6iR2cIRGDfU5aLuioiprfwXAjzcbGIOp46TCB72rUqItZ+lImel/zO4Ib9pqdJAhlWslXk23Loo2I8VVDQ4q+p0NaLVjRRhY2HWPimlTQI=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\36251-6068abe1-b875-4364-91fc-81a795d7b3e8.pdf
2313,29/agosto/2018,25/julio/2019,ROBO CON VIOLENCIA,MARÍA DEL ROSARIO GARZA ALEJANDRO(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRi+X1LhIP4ySMPU4MmNAwWI8xS9Pv1MuRI9r4naCfTb2y4qKOQaJjk6hG1xjjIJEHeNbo+7JF/KB4Rz9f8rBPpb7t7IX+iwMmwxMOY+tb2VgwWXel4URDp4ioMy3phqXkBV3UKt9BGU7HgIvnq5rLL5HDH5RLzOwgNbB7oJMQuV+WoEUrvufb6UCzk0Ck0HR4=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\36282-3138746b-a40a-48b5-b039-9bb34ac6e4fe.pdf
2314,29/agosto/2018,05/julio/2019, ,ADALBERTO TREJO MORALES(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQL1iWa7mQ5TcJ+NUeL9gcJlg80iKfXN9gECtiSkeLDjOol2sEqFEK2OI41wtspNbVZ8K54FFULh19bYv+lEC+7SVB3BplyB48B9aD9pmNKB8qDH9rAktcFrq1UtO9aBusKEeJh3n31gLBuYgJCuOD6kKSxU5mADaRttPLAJKsiwZNCrbNXVcsjlaPpi3y2ptU=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\36298-07dc5e5e-65ba-4a9a-868b-b0ad680c9db0.pdf
