Fecha Emisión,Fecha Publicación,Delitos-Modalidades,Juez,Sentido del Fallo,Descripción o Criterios Judiciales,Sentencia
17/diciembre/2019,04/febrero/2020,"VIOLACION EQUIPARADA, LESIONES DOLOSAS SIMPLE",ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEvjuqsaKQIUdq3PnwmA6izo9ujMlFddGV5Avdzmr9sYXrH057iyruQgIPc8ivQQHS07DY4+TtEOSlawcNdC1zpqo1hrSQOHwRWDQ9/Rhk0V7JGdE2XQapOqxeDnIvS3LZd7pjxwBqlHxA2BNal3df4QHttGNUtb3Rb/mnJaS4ZAJ9J24cz3+vvbXJyRqm37GCSVnGu2WCL4L2fvAirn82Iw=
16/diciembre/2019,04/febrero/2020,HOMICIDIO DOLOSO SIMPLE,ANDRÉS DE LEÓN CRUZ(Elabora), ,LIBERTAD ANTICIPADA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEvjuqsaKQIUdq3PnwmA6izoMtUv4UWkRZqC0wjdjodjGHcNEcE1NXTZHKqC069RLsTErtDhN0XvYe0Sg5Ea+Ak1ZIZPN1z5i8r5m25NlwK8gfrYm2jyd9ktNJeDtIH8vu3nok8zsE0FIpwYi6b4Z2HRYM1zH95B8o2NGRw3ifJ+L3hdQTGpTyUITKjDFKCEj6QaJd4N2BibnQTeFwJjC7Ok=
06/diciembre/2019,04/febrero/2020,"PRIVACION ILEGAL DE LA LIBERTAD,PLAGIO Y SECUESTRO",ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEvjuqsaKQIUdq3PnwmA6izqCMevw0iyvM6DUGWSUvLgu0j7QPSMN5w4FmYjnkUJF0Q4UKZ+5KVVzHCvJ2HpLeKlSVI1/mTv9tCgAVjfsiH85ng76yfQNHYfrAJ+65Gu2JYsirq8DKp3EVQiYM3k7T8cuGYwJKyklMHI2UMUpW1rj0YMxGlHW5Q6toLskmCjGxlsOK9Zp51aK5uBsIaIa0kk=
04/diciembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEvjuqsaKQIUdq3PnwmA6izr0IJu6ey8nGcmpuMiBA+baRMDVF1CspmCogkibI9GVdyVfzMWuYEQulxJ6oKb9zKLRGGBV2TP5uyyO/toffgWC2oPhuj7KXfoLE/v21Dsf0tLLRWYQNyAvbfH4SHkGUYJSxFTjqWcRBYURnF2kE3mF3VikG3rowuUtSUAs1IKRd1eIrOYHcMuSVNs5iwfHsc8=
02/diciembre/2019,04/febrero/2020,HOMICIDIO DOLOSO CALIFICADO,ANDRÉS DE LEÓN CRUZ(Elabora), ,COMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+2Hg5Y9RQ6FIGSgkNbu8pCN+nSwG/wOKibT1bAkXfiVhL8HMvjbwENeRmLHvCB3d4dX04lUbRuOzdyvUH7gz9uDMn5PBh4puDldlpHyhKoCX+YLuAwETg9nDyBRu6oOdjBio4ECk7mH5N2kgWFdc9gpG7DS5Z9m5zMBGTTFsLtpZ9VV769N3qcE3fkLA9tZZk4=
02/diciembre/2019,04/febrero/2020,VIOLACION DE LAS LEYES SOBRE INHUMACIONES Y EXHUMACIONES,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3VKMieGSeVME1692D/MM4h63m+yI3pCS7/7fcsoyxwpAe+oU79nFANB99L3WApqpfVIb0+O9w3skN1e4diNeLF5g4QA85N+Dq0YKpJTM8zZ5fFatxzOJ6iLMoTs8f7I4P0BpcEJB60EXbMbRvsNV6S5NEkNLPC6QLoLQP0e9r1mwlNMBkXMQnKwskP5SuI+H8=
02/diciembre/2019,04/febrero/2020,HOMICIDIO DOLOSO CALIFICADO,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+0mfaRFmyBihbnwnj9HUaBKHjaHUDY8cA8GvLOPfAPvzSam3cI/OV5pilm8JB0n8SK20VA/mwDNfC6nCQZDDGoC6612O4DbQFXmKNT/BW/gPF0VR4xu0It5B8ItdQqdfZrZZvQXToM0u0f82cd7xGBNeFIiBDa8dVkssXaa/bS4kcPAVsnuLA3gwPdIkOyHVxA=
29/noviembre/2019,04/febrero/2020,"CONTRA LA SEGURIDAD EN UN CENTRO DE DETENCIÓN, DELITOS CONTRA LA SALUD NARCOMENUDEO, POSESION DE MARIHUANA Y COCAINA CON FINES DE COMERCIO",ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+0NhV8bEGSp9Eb2vY4xS/2Nodk4QpexpQt+0y4XihoYgEx73GVVq/M4hhuknSeoheSpap3S0RgIA3/SrYgPzNapprhMuQ69QwdtK/CKbuIUPLUlDiSH+TUZ1Ejrlb2NJeIz4PA8GiHxFMzencq2CZhxCu678rqNnmF8JMb99zxnsbwsyfWzX1fxqshZmGrUVs8=
27/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3KGzFQvnwkyoaylgO1KizS096u/RXnQQzmYVogxFtA+eEWvnQcTYwc3Ur1d/SL+9ZaS9RFzsSXMOLdapPHvCd5pgypyb1sW2S69crFCuMThkHJvGCjCMCISWR6UYhifIBp+lDmwzInmdvDpsqmhAdr8m/mxoZRf4Fm+M/ZlUZjKBj1ae9ukTb8r+73MKeLx90=
27/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3xHR65o8ZtK7Lj763peK5I/8EJVnuxPQy9hkWLcJ8noo669+Bc3wfjg28RutSKjfi+YHsfeNtfHviBliVKgBlJqNr7RzFJdchvGbz4lmiQVvs7cGqjA8TyVQBfhr/Fh6F13Iw2TBDZPcm3yANIaDmgJkpZlbiDWasBuqsoZ6xZUzxMpYEIJoSXODxeVuxKn40=
27/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+0JxeYnTUps3hkMwj6P6EQikg78+/2KrLPgjr9EnlX7uB33mlvI2wAJwIE8MsG2Hu70tqjy4NGtlGsmLbHGjBhl03xPkawYwHFy+tmO8+TA0nOCWoHxCRn1wJqy15/vPcPa4OAqlOcna7UHRr+Vpmh1PvLoSdBI5WA/1SmtKKc3T5kUls2kMxRfWvURazYVW3s=
27/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+1QWb9XoHvk3Ysszl8Lq72lImM4vqXrPKLASMudkDws6IKJKS1fJSUbhG5JxOkK7O+TJHDgruyYH08I+EVlJe5TkaeZG9vaDmT3b9H/4x+FXyttpCGetlbhttxZA1jDwcBRAmGezXNsS5tl5u6rfdqDeMHI8K06JhjwwNtBxGN+VZPScoPsXfdJWZp6K/Uz5Aw=
26/noviembre/2019,04/febrero/2020,"PRIVACION ILEGAL DE LA LIBERTAD,PLAGIO Y SECUESTRO",ANDRÉS DE LEÓN CRUZ(Elabora), ,COMPUTO DE LA PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+1Ew7+3wLlgoZkB85LRiGwMJR4h2JUbOPJpHApGRPLWdnf+6witQ36tIe7/7utpF8zAxQSHqPvUihoZEIWl5PUiKDmxijXK6jNCHYsr8/xSmTcpu4p+41UpCNr0EEi7ZF6jByh+0a9S5ddTBuFcMOb+gBHVhoKOj98LC+IfARWGK0fzD9WCCHEcH46AIIr2HxI=
26/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+02FkrEpYSH2a7km7wigiRLg9QnQfhz+vd9m5gWOTGLIEsU5QDrX3cPs3uGmJ29zIFcaCjNGKzoElCs4RuEz29bv3DDxV+FcwpHfalgCvURefjh75NMWr45p/KNWvkXooK8lxwH/8GmLkSMixQtzQUCN+nFpUWV4x8bvVobvVrBIl7wuKZdj1UjHuTKR2unBjE=
25/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3xTTjSi9hKhwg6gXoTXpt8lynuv62Z9JDmF90My3+xf6YSk0tY7wSaMKfw3qOD5sOH2pHYr7LlASoJevr9f/WKs630MrLl3OvxGiIjR1JJLBkQmr1fhCep1ZwTQrIo7d3GnHrxQEZ5JjwKgTxxCDQd6ugoSRNdfjjeSj5cuaATSzPTkVTudZmbiWva0RxU+D4=
25/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+1oLEJj88m+Pfm5y5N6zYhius8GG5Jz4f0nYHovMqFQbKkToF6d8uTzTMEDec7Lnrk0zirucNBkq5oqx4xPmc8zNL4PRF2StrMxuso6xNgp+YnEnEjX6ufrvtRNtFtIRB8b+dCtDX1NGdy4ynIcOLnRSU885nlC7yxhMNgFXoartbLYn+nwbx8qBNW/ie7sFgs=
25/noviembre/2019,04/febrero/2020,"DELITOS CONTRA LA SALUD NARCOMENUDEO, POSESION DE MARIHUANA Y COCAINA CON FINES DE COMERCIO",ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3GPT1/QkQMgwefqkGc4Uuoul2SB2x/5la41Gx+7htm+VQEZ/6vQNT4XTosBF9hvnfeqOdOVciQOyl/2C7xTbU02ApI7LhNqtlyYCzkJhSEovYO8tcOkaALcrroOsCxGlHoOqdqHkzpK9mkNqx+gCFpuR0Fige7OvDVGi3tkzHk9Lb+1aEcJQbzqeXwI62rLSE=
22/noviembre/2019,04/febrero/2020,"PRIVACION ILEGAL DE LA LIBERTAD,PLAGIO Y SECUESTRO",ANDRÉS DE LEÓN CRUZ(Elabora), ,COMPUTO DE LA PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+2cXXFPxKtZnMRUVITsjv5cSyrFQicTGF/P3d2JqQ5LDAq7rhWbfAF5cbubNAL679mW0YoDdDFKIBbLgrYvulnlVrHmvQv/Zw+nSG+jzdkqkBylQv/gJgeerKVL4VdIKvnpqgIu2aFEKKaybyYk9SmEi9QLTzN6bodMmqv/EzwUBpozwChkkNMSfmVvYzLchi0=
22/noviembre/2019,04/febrero/2020,ROBO SIMPLE,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+0eji8OlX1dTvC6QZqn7qlCKIHTN6ivaqldJXIgZHZpO11II0n3E/kWITCK8FG12AuFrOio9WGKdHgxt0+pvZ4hO/YqHVY7A2/OsdsWu/o/5gnX2yVNPhF7y802Au2fXR9KbJUwW2eye7xgfqqFFyNQ7hEP5y1KkdTHGD17bOubuQMKvSu5iZQ9Y9aBCiywD6s=
21/noviembre/2019,04/febrero/2020,ROBO EQUIPARABLE,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+1RSrx2/fKJXqLP5VA4TqgFBZXEsjXFEs0nXgBYs/1mxhw1BvNeiMA0JmXuFFaja6bU+6HBo3FeSZF9wBHlr0twgjHjzAzinbTVAOpBbfhwUFQw3k0JvN34ipiayFJsYU6uY1m4VJR8HG4A1r1F7uWbozRSy1WcR5HDCpjIFtpz95BZc51B0gVdX+SxTx5CsH4=
21/noviembre/2019,04/febrero/2020,"LESIONES DOLOSAS, ROBO, ROBO EQUIPARABLE",ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3BEvSJCmY3fTbUbblFWv+gSRW8n8SjqHPV6FRvUDqk6DBhywGJBeGAwmp4YADFjwV+JrCKBU+ACmlN6Di7RizJ8O26/sQATvT3rlzpxBLX4rH+8aETqWBgwKyrXkb9j8oV+uuMrGu3tEbL3lKT1d7ETBVej8aLd2QtI+v47BRm/bOZ6AU1Y5C3ePWYHMDU9tk=
21/noviembre/2019,04/febrero/2020,VIOLACION EQUIPARADA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3VHR8vbP01LAyGAQ+mUT8v3zYHk2Rkwi4Tr4CTYr/s+Ao6tfwhHB8G0b20Q+GvnHACXYXOG48pFnpMfXzOAssdc/7RO2W8rdU8dmO1+Lw4Wydnc52Of2FT4+NGraNuyYqrtEDcf/0gAMqd8hD+D75x2FOGdPUcFjMSPFlm6O7I5q+VcI7xp2g9WZgSUR//uys=
21/noviembre/2019,04/febrero/2020,EL QUE RESULTE,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+1m4XnaDHFYNznbo/RDmUBoSYi+yu+SsWu1uvDAEArh8JIE99hBjv504TLXK41/6CABAOYwkzDj7OQZReveTNVtSLOR7qgTvdnFDJK4Q/+YUtkp4jdqwr+4mLWrvi+G+fzOy4kAMfEVSa+NuhdNbm1iaMmmmFhJ7bT3zhqpFrAJnIkf5t34VNlgFgxjtFHo2rM=
21/noviembre/2019,04/febrero/2020,HOMICIDIO DOLOSO CALIFICADO,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO SUCESIVO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+0h6fVJhOkGRd3iWrDbHHEnNsV1NlxnzO+XTS7i/Fcfd+zr9w4LLMPSctjcxhvwc6E8GGiUtXO+QMqpMBI3dZIMwSZZWkTcfIgnCxIP30S3lvqih0vxUD/PP1Lh/Vod8ygyEdQlRwFKvyTOzYJwfvGpM8q+tC6/hu2tb8S9cMx3cxqb1fyJo3SoILafvPa7x4g=
21/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora),CONDENATORIO,CONCEDE CONDENA CONDICIONAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+0C3qpYYMMXxFWSGjhLowvNcUizQOcL/OyVQxn2Xwt+4C8GN2QMvg75jO1WHh72XU6I9Ly/GCBEDsGE7BkTQ6fJ6xaxGpq1zzAevGeipCiRyZywUWUVwcA3KLvmUFd+N1vvHn4WUN7dxapNkeKrSOU9yn/OsgJKMWW6UBErXoJiY2QmDtYnSuF+s62xjuFKYBo=
15/noviembre/2019,04/febrero/2020,HOMICIDIO DOLOSO SIMPLE,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO SUCESIVO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+0AKTRqRSZTQrHKnUWPIuhaTF9/B3nlrLqFJdjup5kwv4hXKRKmObrOcT2K2ekt4zNKQzz4kaWoVDx+yIpCyb4YCFnvHAPofhnPfxS4LDA6Xc1XVWiOa99IB+B4pSoP2HSG6Kf+COWfghu2lzXAer3lHRCuBAA/phlgr0+9HgDeOnK2mAVaS8dSs6m1WMdxVJ0=
13/noviembre/2019,04/febrero/2020,HOMICIDIO DOLOSO INTENCIONAL,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+0lNaUiD/TF4mkisroeJBVKN4ZRlaIugMWC33WNZy8RfFiwSF8BRXobjYi7oxrbIsGQ3iPTEHli8t/EwWyKeBRMOOwStvcdahrL31EUdtoFkmGkRFldh6K0vNW9FJ2OEVAeO4dhiBnjc2la5MaMkIveU5wKmsOisBINGWj9QsqN3TMRRIUGroKcntBfDlaI3rg=
13/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+0LLMJet8OnufS9g5r+cc6qiH2NxygbKwwPL8+Bg3jtvV0CQWunm9//DQUJVGaY0w4WLFe9V+dvs890mZDD6Swony6KY8p3z+1FuiJzU+YhlCliEu2WyvHoCWmVQYU0ONOgERv85FT+6JlPOR7iXtbWtopBjUWFEigNFDsXGRDHyIHkMZydKRRmCAsA+Qf+c4U=
12/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+09sTnYMQP5hDdEW1Q5qDSbGrOXfAZS2zlVcIyiTszkE72/Apmd/1C7U+hGoNYZcI3ZW9XNzIIFv2kYw0+aGiqoU+WhVWo4YJrX3mrhuloRzVScJrzG05jd3XtntHjtav0Poyg6aquc4fXHij2msjZmlAPDuHC3IHuC5LTYj7iCHuvaM8aXjQvkqvO85HUWFhM=
11/noviembre/2019,04/febrero/2020,ROBO SIMPLE,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+2FT3aJq5+WVMh64SvrQ5Xs5uDj61VjqZhM4YtoGEWo/5yg5yuqyAQV9/H0BIWr9+xIjBw6GWtUCCmDMx+N7XbvDVnkfNCSEVPNzQlnPwnKvtqFFFKEXg+gV0Nw3neLQCVJBmcBnj7JfWXmN2+5u5oDzVyq+EgnJG5b5B0ztD/IM6ZbouoTMTS32qgmnFptedw=
11/noviembre/2019,04/febrero/2020,"CORRUPCION DE MENORES, VIOLACION EQUIPARADA",ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+2TCWYi0W+6Q+8rM1WhywnpHgDQKqtNFgZCZO3783cpnWRe9nfEHZs1xwrJ0GlKiywhNKVml3r8e36KwFMdH3THJlg4nOPjOhQajQa8IFsC5LYHQ9IwUiH4hBHOok7M8ckGnqdKlK5iX88KEWUB1FKJUurfZWxXdzr+pbHTosliuuZd7L1VUmxcK4TNL2fk3bA=
08/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA SUCESIVA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3IvrvId5NyzGvkYhjyXkZ04+d5wpo1ermqdn9nVd7wIDIB4TuEQePxCEIgTx292GaqznTXsnQVnJmSX4o//Cu2RO4njcy3QciO8WKAKiw423P9AQErGqhFirDMFWUe5T1VGRTDhS1w+6xe3m8v7Nh/hAx3gtMm2Vdfu3MF1i5KWzuny0d/9gFHKn+8ufASjyw=
07/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE LA PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+2WgorEB8V4mBQOvQcUc09oHRt/us2BnUPOWKDEm2IHjf3eoSHzctu0dQmdIYe4lqNYuDIBB6RFivGqdGtSOEwHeiZe8MdBurXDvIjehe3zy24/tILOi1/hM6SARSCAVhhS8AhFPO4Dkljp8iIOO/mn0AhpM6HFpJ0QotRtQmwIyrtDH0MC/fgzlnGtOUhqYM4=
01/noviembre/2019,04/febrero/2020,"DELITOS CONTRA LA SALUD NARCOMENUDEO, POSESION DE MARIHUANA Y COCAINA CON FINES DE COMERCIO",ANDRÉS DE LEÓN CRUZ(Elabora),CONDENATORIO,CONCEDE CONDENA CONDIICONAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3Vljx5EFo7oQcO6g/i0KjiX+XHN0cJuXNaJrHd6iFBS/rDd22oZTUctc2AmPTp6pKTTQSLcTGQ0sL/Z51kV/57R1L+45gk8lddjog7ywDGx82EhdqsYwLHB8mMou0SYknO6cLH0qd6yH1zyXBf438KtckF2UvDa2r9tN8qOpT1wzyL/t28+Lqp8agp+nnnf/o=
31/octubre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora),CONDENATORIO,CONCEDE CONDENA CONDICIONAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3kI2z6+iNhuIsMKGOHCJJoIxqVmKiN1Dl4UgPFFtZLFy7DZT7ZCd9cWDIdYW1W2dwez9SC+1ZqMBt4/abouygeu4XMjPwPiZxpH0z8MNX9DpggQJgAsdae9DR0ncMtx7s3rykfPOr57X6PtmT7gXi3v+lqGDZPvBbaKpOmw+epW+DKUZnrPuvLypLUdpUMumY=
31/octubre/2019,04/febrero/2020,"DELITOS CONTRA LA SALUD NARCOMENUDEO, POSESION DE MARIHUANA Y COCAINA CON FINES DE COMERCIO",ANDRÉS DE LEÓN CRUZ(Elabora),CONDENATORIO,CONCEDE CONDENA CONDICIONAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+2kRnDDk2t3hUVIh7BrJIm6KiJY5m+gfLa3032mJByboFFyob/sHKSpLDM7O84xno717+FUc+TxF617Yhl+fr2ezwqpeDCjOGhcK4OKI7Cx+PjDfpo10Sr9Rln6kcWh3txQwowdkZduj8zJkkIb2dHYhT9p44uVJzKdy/KHyjAFLxP4hghWROCQEQ6xKcVdJac=
30/octubre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+2PM8AZ5Dg8/CQ4aspFGadUAUOkZgjFxC8yZN7Itw5Tvn4GdZ8WkWHhZTg4CqI/1K4wAuGvgRM1KgjGP9FS0skGkG1KfKmIhmHKlOX84uGXC/etLTxhNKLjc08VbU1cfzBX1MEa7kHiwU7Q1/3ZPF3KlA282m7xV0AZTUq0twBLHytpCe/CyX5khFAd2IR9h/8=
29/octubre/2019,04/febrero/2020,DESPOJO DE COSAS INMUEBLES O DE AGUAS,ANDRÉS DE LEÓN CRUZ(Elabora), ,COMPUTO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+0ZAO1UNnUTHRIxudlgB6UV97n9ypgt7v8T11v/bLwvMFeoyyzU9QzIvZFMfkk4wtRLwm/cipUkE+OiN9F3uhvjR2ETMCctAVIcISb4MLY/EBOfPOkRfpKJ4J4KK6kyWKGVLU0IYggpXtD+0vaLRFXgnO41jY5VqjO3usr0aa/q+x8szO8jUIbh0W5605+Sgqo=
29/octubre/2019,04/febrero/2020,"HOMICIDIO DOLOSO SIMPLE, ROBO CON VIOLENCIA",ANDRÉS DE LEÓN CRUZ(Elabora), ,CONCEDE LIBERTAD CONDICIONADA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+1SnV8sxQeo2F4sfxIVTG2qpc5gmdmVeuOGe11XjYylWuODYGmw+cUevYHGs+d+R05ZNwgM9CWuPhwKk+TwYGyjKaBLYrQYl7ZyB2wuRPHAS5CcXK+v+ve9BxK5NGriW75Y6dLwJ0UvkL8FXN0i7/7A6UM4ehv7NEii8TeLZAO6mEKBBa+4wuDQWMX743zypXE=
